Table B.2: Population (%) with Improved Water Improved Sanitation and Other Urban Basic Services in Selected Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population (%) with Improved Water Improved Sanitation and Other Urban Basic Services in Cities Selected Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,M49 classification,Country,,Year,Number of Cases,Improved water sources,,,,,,,,,,Total Improved water (d),Access to basic drinking water services (e),Improved sanitation facilities,,,,,,,Total Improved Sanitation (f),Access to basic sanitation services (g),Basic hand-washing facility (h),Durable housing (i),,,Sufficient living area (j),,,,Type of main cooking fuel,,,,,Source
Northern America,Northern America and Europe,USA,Chesapeake VA,2000,"30,520",,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,98.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Chesapeake VA,2005,"7,492",,,,,,,,,,,,,,,,,,,,,,,,,,99.2,,98,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Chesapeake VA,2010,"7,197",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Chicago IL,2000,"428,156",,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,94.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Chicago IL,2005,"69,384",,,,,,,,,,,,,,,,,,,,,,,,,,96.9,,92.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Chicago IL,2010,"71,664",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,97.3,,98,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Cincinnati OH,2000,"42,572",,,,,,,,,,,,,,,,,,,,,,,,,,98.4,,97.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Cincinnati OH,2005,"6,828",,,,,,,,,,,,,,,,,,,,,,,,,,98.5,,94.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Cincinnati OH,2010,"7,273",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.8,,97.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Cleveland OH,2000,"75,448",,,,,,,,,,,,,,,,,,,,,,,,,,97.8,,96,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Cleveland OH,2005,"11,190",,,,,,,,,,,,,,,,,,,,,,,,,,99.2,,92.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Cleveland OH,2010,"10,540",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.3,,97.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Columbia SC,2000,"14,436",,,,,,,,,,,,,,,,,,,,,,,,,,97.8,,96.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Columbus GA,2000,"28,853",,,,,,,,,,,,,,,,,,,,,,,,,,96.8,,97.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Columbus GA,2005,"5,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Columbus GA,2010,"6,348",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.4,,98.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Corona CA,2000,"24,039",,,,,,,,,,,,,,,,,,,,,,,,,,89.4,,99.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Corona CA,2005,"5,589",,,,,,,,,,,,,,,,,,,,,,,,,,97,,97.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Corona CA,2010,"5,640",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,97.5,,96.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Corpus Christi TX,2000,"42,913",,,,,,,,,,,,,,,,,,,,,,,,,,94,,96.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Corpus Christi TX,2005,"9,063",,,,,,,,,,,,,,,,,,,,,,,,,,99.2,,96,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Corpus Christi TX,2010,"8,725",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.2,,96.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Costa Mesa CA,2000,"22,190",,,,,,,,,,,,,,,,,,,,,,,,,,80,,99.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Dayton OH,2000,"21,485",,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,94.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Des Moines IA,2000,"19,707",,,,,,,,,,,,,,,,,,,,,,,,,,96.5,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Detroit MI,2000,"139,255",,,,,,,,,,,,,,,,,,,,,,,,,,94.4,,92.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Detroit MI,2005,"18,888",,,,,,,,,,,,,,,,,,,,,,,,,,98.5,,91.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Detroit MI,2010,"15,943",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.3,,96.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Downey CA,2000,"19,696",,,,,,,,,,,,,,,,,,,,,,,,,,82.3,,97.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,El Monte CA,2000,"30,641",,,,,,,,,,,,,,,,,,,,,,,,,,57.8,,96.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Elizabeth NJ,2000,"20,112",,,,,,,,,,,,,,,,,,,,,,,,,,88.3,,94.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Evansville IN,2000,"16,488",,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,96.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Flint MI,2000,"16,777",,,,,,,,,,,,,,,,,,,,,,,,,,95.8,,92.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fontana CA,2000,"27,194",,,,,,,,,,,,,,,,,,,,,,,,,,80.7,,98.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fontana CA,2005,"6,071",,,,,,,,,,,,,,,,,,,,,,,,,,93.6,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fontana CA,2010,"6,478",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.4,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fort Wayne IN,2000,"30,432",,,,,,,,,,,,,,,,,,,,,,,,,,98.2,,97,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fort Wayne IN,2005,"5,488",,,,,,,,,,,,,,,,,,,,,,,,,,99.1,,90.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fort Wayne IN,2010,"5,777",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.2,,97,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fresno CA,2000,"82,780",,,,,,,,,,,,,,,,,,,,,,,,,,83.1,,97.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fresno CA,2005,"16,631",,,,,,,,,,,,,,,,,,,,,,,,,,94.1,,97.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fresno CA,2010,"16,741",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,92.7,,98.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fullerton CA,2000,"25,150",,,,,,,,,,,,,,,,,,,,,,,,,,85,,98.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Fullerton CA,2010,"5,085",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,96.8,,97.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Garden Grove CA,2000,"43,553",,,,,,,,,,,,,,,,,,,,,,,,,,75.7,,99.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Garden Grove CA,2005,"7,851",,,,,,,,,,,,,,,,,,,,,,,,,,90.9,,98.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Garden Grove CA,2010,"8,828",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,90.6,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Gary IN,2000,"17,683",,,,,,,,,,,,,,,,,,,,,,,,,,94.3,,96.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Glendale CA,2000,"31,026",,,,,,,,,,,,,,,,,,,,,,,,,,83.4,,99.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Glendale CA,2005,"5,078",,,,,,,,,,,,,,,,,,,,,,,,,,93.8,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Glendale CA,2010,"5,988",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,96.4,,99.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Grand Rapids MI,2000,"27,120",,,,,,,,,,,,,,,,,,,,,,,,,,96.2,,96,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Greensboro NC,2000,"27,394",,,,,,,,,,,,,,,,,,,,,,,,,,97.7,,98,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Greensboro NC,2005,"6,106",,,,,,,,,,,,,,,,,,,,,,,,,,98.4,,89.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Greensboro NC,2010,"6,177",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.7,,96.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Hampton VA,2000,"19,558",,,,,,,,,,,,,,,,,,,,,,,,,,98.1,,98.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Hartford CT,2000,"22,876",,,,,,,,,,,,,,,,,,,,,,,,,,91.8,,94.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Huntingon Beach CA,2000,"35,367",,,,,,,,,,,,,,,,,,,,,,,,,,94.5,,99.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Huntingon Beach CA,2005,"6,169",,,,,,,,,,,,,,,,,,,,,,,,,,93.9,,95.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Huntingon Beach CA,2010,"6,429",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.4,,98.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Huntsville AL,2000,"21,814",,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,97.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Inglewood CA,2000,"23,825",,,,,,,,,,,,,,,,,,,,,,,,,,68.9,,98.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Irivine CA,2000,"21,562",,,,,,,,,,,,,,,,,,,,,,,,,,96.2,,99.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Irivine CA,2005,"5,978",,,,,,,,,,,,,,,,,,,,,,,,,,99.7,,98.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Irivine CA,2010,"5,824",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.9,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Irving TX,2000,"25,984",,,,,,,,,,,,,,,,,,,,,,,,,,87.9,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Irving TX,2005,"5,928",,,,,,,,,,,,,,,,,,,,,,,,,,96.3,,90.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Irving TX,2010,"6,711",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,95.1,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Jackson MS,2000,"26,085",,,,,,,,,,,,,,,,,,,,,,,,,,94.8,,95.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Jackson MS,2005,"5,386",,,,,,,,,,,,,,,,,,,,,,,,,,98.2,,93.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Jackson MS,2010,"5,069",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.5,,98.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Jersey City NJ,2000,"40,332",,,,,,,,,,,,,,,,,,,,,,,,,,90.8,,95.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Jersey City NJ,2005,"7,002",,,,,,,,,,,,,,,,,,,,,,,,,,96,,93.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Jersey City NJ,2010,"6,641",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,97.4,,91.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Kansas City MO,2000,"54,242",,,,,,,,,,,,,,,,,,,,,,,,,,96.8,,97.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Kansas City MO,2005,"11,940",,,,,,,,,,,,,,,,,,,,,,,,,,99.5,,97,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Kansas City MO,2010,"11,747",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.9,,96.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Knoxville TN,2000,"22,590",,,,,,,,,,,,,,,,,,,,,,,,,,98.7,,97.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Lanaster CA,2000,"20,243",,,,,,,,,,,,,,,,,,,,,,,,,,92.7,,97.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Lansing MI,2000,"15,735",,,,,,,,,,,,,,,,,,,,,,,,,,97.8,,96.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Lexington-Fayette KY,2000,"28,782",,,,,,,,,,,,,,,,,,,,,,,,,,99.2,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Lexington-Fayette KY,2005,"6,943",,,,,,,,,,,,,,,,,,,,,,,,,,99.4,,91.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Lexington-Fayette KY,2010,"7,336",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.2,,96.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Little Rock AR,2000,"18,170",,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,97.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Long Beach CA,2000,"84,039",,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,97,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Long Beach CA,2005,"14,508",,,,,,,,,,,,,,,,,,,,,,,,,,89.3,,94.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Long Beach CA,2010,"16,369",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,90.4,,98.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Los Angeles CA,2000,"735,432",,,,,,,,,,,,,,,,,,,,,,,,,,73.5,,97.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Los Angeles CA,2005,"118,818",,,,,,,,,,,,,,,,,,,,,,,,,,86.5,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Los Angeles CA,2010,"137,767",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,87.9,,98.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Lowell MA,2000,"20,824",,,,,,,,,,,,,,,,,,,,,,,,,,96.8,,98.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Madison WI,2000,"18,007",,,,,,,,,,,,,,,,,,,,,,,,,,97,,98.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,McAllen TX,2000,"17,721",,,,,,,,,,,,,,,,,,,,,,,,,,91,,96.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Memphis TN,2000,"91,848",,,,,,,,,,,,,,,,,,,,,,,,,,95.8,,97.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Memphis TN,2005,"15,356",,,,,,,,,,,,,,,,,,,,,,,,,,98.1,,90.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Memphis TN,2010,"16,676",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,97.6,,97.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Milwaukee WI,2000,"67,046",,,,,,,,,,,,,,,,,,,,,,,,,,95.5,,94.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Milwaukee WI,2005,"10,881",,,,,,,,,,,,,,,,,,,,,,,,,,97.6,,95.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Milwaukee WI,2010,"11,605",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.9,,98.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Minneapolis MN,2000,"39,696",,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,98.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Minneapolis MN,2005,"6,458",,,,,,,,,,,,,,,,,,,,,,,,,,93.7,,95,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Minneapolis MN,2010,"5,891",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.2,,96.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Mobile AL,2000,"29,615",,,,,,,,,,,,,,,,,,,,,,,,,,96.5,,96.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Mobile AL,2005,"5,308",,,,,,,,,,,,,,,,,,,,,,,,,,99.8,,90.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Mobile AL,2010,"5,111",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.1,,98.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Modesto CA,2000,"34,746",,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,98,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Modesto CA,2005,"6,662",,,,,,,,,,,,,,,,,,,,,,,,,,97.4,,98.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Modesto CA,2010,"7,462",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,96.7,,95.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Montgomery AL,2000,"25,022",,,,,,,,,,,,,,,,,,,,,,,,,,98.2,,97.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Montgomery AL,2005,"5,681",,,,,,,,,,,,,,,,,,,,,,,,,,99.7,,93.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Montgomery AL,2010,"5,407",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.4,,98.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Moreno Valley CA,2000,"27,736",,,,,,,,,,,,,,,,,,,,,,,,,,88.4,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Moreno Valley CA,2005,"7,124",,,,,,,,,,,,,,,,,,,,,,,,,,97,,97.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Moreno Valley CA,2010,"8,560",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.2,,98.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,New Haven CT,2000,"17,108",,,,,,,,,,,,,,,,,,,,,,,,,,94.7,,97.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,New Orleans LA,2000,"69,897",,,,,,,,,,,,,,,,,,,,,,,,,,94.4,,96.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,New Orleans LA,2005,"8,383",,,,,,,,,,,,,,,,,,,,,,,,,,98.9,,95,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,New York NY,2000,"1,198,730",,,,,,,,,,,,,,,,,,,,,,,,,,88,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,New York NY,2005,"206,992",,,,,,,,,,,,,,,,,,,,,,,,,,94.6,,95.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,New York NY,2010,"229,991",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,93.8,,96.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Newark NJ,2000,"46,216",,,,,,,,,,,,,,,,,,,,,,,,,,92.4,,92.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Newark NJ,2005,"6,803",,,,,,,,,,,,,,,,,,,,,,,,,,95.4,,90.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Newark NJ,2010,"7,204",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,96.1,,96.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Newport News VA,2000,"24,656",,,,,,,,,,,,,,,,,,,,,,,,,,97.4,,97.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Newport News VA,2005,"5,157",,,,,,,,,,,,,,,,,,,,,,,,,,98.9,,95.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Norfolk VA,2000,"36,450",,,,,,,,,,,,,,,,,,,,,,,,,,96.2,,96.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Norfolk VA,2005,"6,481",,,,,,,,,,,,,,,,,,,,,,,,,,99.5,,92.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Norfolk VA,2010,"6,688",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,97.4,,96.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,North Las Vegas NV,2000,"28,301",,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,95.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,North Las Vegas NV,2005,"6,565",,,,,,,,,,,,,,,,,,,,,,,,,,98.2,,97.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,North Las Vegas NV,2010,"8,193",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,97.1,,98,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Norwalk CA,2000,"27,446",,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,98.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Oklahoma City OK,2000,"56,001",,,,,,,,,,,,,,,,,,,,,,,,,,95.5,,96.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Oklahoma City OK,2005,"13,297",,,,,,,,,,,,,,,,,,,,,,,,,,98.7,,94.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Oklahoma City OK,2010,"13,767",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.1,,98.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Ontario CA,2000,"34,304",,,,,,,,,,,,,,,,,,,,,,,,,,76.5,,98,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Ontario CA,2005,"5,511",,,,,,,,,,,,,,,,,,,,,,,,,,93.6,,96.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Ontario CA,2010,"6,092",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,90.5,,97.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Orange CA,2000,"26,255",,,,,,,,,,,,,,,,,,,,,,,,,,84.8,,99.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Orange CA,2010,"5,232",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,92,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Oxnard CA,2000,"47,262",,,,,,,,,,,,,,,,,,,,,,,,,,69.6,,98.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Oxnard CA,2005,"7,928",,,,,,,,,,,,,,,,,,,,,,,,,,94.5,,95.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Oxnard CA,2010,"7,894",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,92.8,,98.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Palmdale CA,2000,"21,574",,,,,,,,,,,,,,,,,,,,,,,,,,90,,98.6,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Palmdale CA,2005,"5,472",,,,,,,,,,,,,,,,,,,,,,,,,,96.1,,99.2,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Palmdale CA,2010,"6,519",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.1,,97.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Pasadena CA,2000,"25,005",,,,,,,,,,,,,,,,,,,,,,,,,,82.4,,98.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Pasadena TX,2000,"26,198",,,,,,,,,,,,,,,,,,,,,,,,,,86.1,,97.1,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Pasadena TX,2005,"5,127",,,,,,,,,,,,,,,,,,,,,,,,,,98.1,,92.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Pasadena TX,2010,"5,104",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,96,,98.4,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Paterson NJ,2000,"30,659",,,,,,,,,,,,,,,,,,,,,,,,,,87.6,,92.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Peoria IL,2000,"16,240",,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,94.3,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Philadelphia PA,2000,"168,408",,,,,,,,,,,,,,,,,,,,,,,,,,96,,97.7,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Philadelphia PA,2005,"26,578",,,,,,,,,,,,,,,,,,,,,,,,,,98,,96,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Philadelphia PA,2010,"27,163",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.2,,95.8,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Pittsburgh PA,2000,"37,294",,,,,,,,,,,,,,,,,,,,,,,,,,99,,99,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Pittsburgh PA,2005,"6,081",,,,,,,,,,,,,,,,,,,,,,,,,,99.4,,94.5,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Pittsburgh PA,2010,"6,665",,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.5,,97.9,,,,,,,UN-Habitat_Census
Northern America,Northern America and Europe,USA,Plano TX,2000,"31,139",,,,,,,,,,,,,,,,,,,,,,,,,,96.9,,99.6,,,,,,,UN-Habitat_Census
